username,reply_to_tweet_id,reply_id,reply_text,created_at,likes,retweets,replies,clean_text,sentiment_label,confidence,lexicon_sentiment,lexicon_score,bert_sentiment,labeling_method
Ol**h1,1919415902879023381,1919546415719842280,"'Anak hilang, anak mati, anak keracunan' bakal minta pertanggungjawaban bapak di akhirat nanti pak, ketidak pedulian pemimpin dzolim cuma liat mereka sebagai angka",2025-05-06T00:15:03+00:00,0,0,0,anak hilang anak mati anak keracunan bakal minta pertanggungjawaban bapak akhirat pak ketidak pedulian pemimpin dzolim cuma liat angka,negatif,0.9995229244232178,negatif,-1.0,negatif,bert_priority
ch**a1,1919415902879023381,1919546411353608576,"Jika 200 orang sakit dianggap sepele, lalu berapa jumlah korban yang baru dianggap serius?",2025-05-06T00:15:02+00:00,0,0,0,orang sakit dianggap sepele lalu berapa jumlah korban baru dianggap serius?,negatif,0.9988490343093872,netral,0.0,negatif,bert_priority
w0**ss,1919415902879023381,1919546284660146576,Bapak ini bener-bener dah,2025-05-06T00:14:32+00:00,0,0,0,bapak bener bener dah,negatif,0.994952917098999,netral,0.0,negatif,bert_priority
me**er,1919415902879023381,1919546262405124387,Kmrn baca2 dn emang betul di Indonesia itu ngitung semuanya berdasarkan angka bukan kualitas Contohnya seperti ini..👎,2025-05-06T00:14:27+00:00,2,0,0,kmrn baca dn memang betul indonesia ngitung semuanya berdasarkan angka bukan kualitas contohnya,negatif,0.38095250725746155,netral,0.0,negatif,weighted_voting
1q**ra,1919415902879023381,1919546218864075130,Jangan di jadiin angka statistik astaga 😔,2025-05-06T00:14:16+00:00,0,0,0,jangan jadiin angka statistik astaga,negatif,0.9942388534545898,netral,0.0,negatif,bert_priority
Le**SY,1919415902879023381,1919545778789343654,"Kerjaan setan di indo sekarang ongkang-ongkangan doang wkwkwk gak usah dibisikin jadi jahat, isi org2 di pemerintahannya kelakuannya melebihi dajjal 😭😭😭 nyawa anak orang loh ini bisa2nya dengan santai ngomong begitu 🤬💩",2025-05-06T00:12:31+00:00,0,0,0,kerjaan setan indo sekarang ongkang ongkangan doang wkwkwk tidak usah dibisikin jadi jahat isi org pemerintahannya kelakuannya melebihi dajjal nyawa anak orang loh bisanya santai ngomong,negatif,0.9995406866073608,netral,0.0,negatif,bert_priority
de**Zz,1919415902879023381,1919545721533165683,"berhasil apanya pukimak, disekolah ponakan gue noh kaga ada secuil pun dateng sebulir nasi. boomer otak udang emang.",2025-05-06T00:12:18+00:00,0,0,0,berhasil apanya pukimak disekolah ponakan gue noh kaga secuil dateng sebulir nasi boomer otak udang emang,negatif,0.9640649557113647,positif,0.9,negatif,bert_priority
fa**22,1919415902879023381,1919545405182013591,Setiap berita tentang bapak ini muncul selalu geleng- geleng kepala sambil istighfar,2025-05-06T00:11:02+00:00,0,0,0,berita bapak muncul selalu geleng geleng kepala istighfar,negatif,0.9982450008392334,netral,0.0,negatif,bert_priority
Di**aK,1919415902879023381,1919545398626070744,Org tolol otak stanting IQ rendah memang sulit untuk berfikir fundamental. Sulit menerima kemajuan dan pikiran besar. Mw sistem pendidikan sebagus apapun sicanggih apapun klo anak2nya krng gizi ya percuma wahai org2 tolol klh pilpres😂😂😂,2025-05-06T00:11:01+00:00,0,0,22,orang tolol otak stanting iq rendah memang sulit berfikir fundamental sulit menerima kemajuan pikiran besar mw sistem pendidikan sebagus apapun sicanggih apapun kalau anaknya krng gizi percuma wahai org tolol klh pilpres,negatif,0.9995273351669312,netral,-0.10000000000000003,negatif,bert_priority
S4**ka,1919415902879023381,1919545376706555973,kalo ada yg meninggal tetep kaya gini gak yaa ni orang,2025-05-06T00:10:55+00:00,1,0,0,kalau meninggal tetep kaya gini tidak ni orang,negatif,0.9695866703987122,netral,0.0,negatif,bert_priority
Ba**47,1919415902879023381,1919545093687591331,Ya allah sir,2025-05-06T00:09:48+00:00,0,0,0,allah sir,negatif,0.9922620058059692,netral,0.0,negatif,bert_priority
ca**ey,1919415902879023381,1919545054794019118,tolol babi anjing owo,2025-05-06T00:09:39+00:00,0,0,0,tolol babi anjing owo,negatif,0.999376118183136,netral,0.0,negatif,bert_priority
ke**rn,1919415902879023381,1919545025605861821,aku beneran puas banget liat semua statement gokil prabowo 😂 puas soalnya ego ku buat anjing2in dalam hati yg nyoblos dia dulu kebukti. gokiill meeennn 👏😂,2025-05-06T00:09:32+00:00,0,0,0,aku beneran puas banget liat semua statement gokil prabowo puas soalnya ego ku buat anjingin hati nyoblos dulu kebukti gokiill meenn,positif,0.998256266117096,positif,0.8,positif,bert_priority
ac**ce,1919415902879023381,1919544960896098335,"etttttttttt, mbg ni ga merata lho ya",2025-05-06T00:09:16+00:00,1,0,0,ett mbg ni tidak merata lho,negatif,0.9990178346633911,netral,0.0,negatif,bert_priority
ik**ly,1919415902879023381,1919544893443342432,"Yang Bapak bilang ""hanya"" itu juga nyawa Paaakkk, Ya Allah :') Ntah orang tuanya gimana perasaanya kalau tau beliau nanggepinnya begini😞",2025-05-06T00:09:00+00:00,0,0,0,bapak bilang nyawa paakk allah ntah orang tuanya gimana perasaanya kalau tahu beliau nanggepinnya begini,negatif,0.9991369843482971,netral,0.0,negatif,bert_priority
ko**ka,1919415902879023381,1919544859628650685,Presiden kok kyk gini,2025-05-06T00:08:52+00:00,0,0,0,presiden gini,netral,0.3184516429901123,netral,0.0,netral,agreement
ra**ef,1919415902879023381,1919544782164251110,"Anak anak ini yang suatu saat bisa jadi anak kita, hanya angka dimata mereka. Ngeri",2025-05-06T00:08:34+00:00,0,0,0,anak anak suatu jadi anak angka dimata ngeri,negatif,0.9993802309036255,netral,0.0,negatif,bert_priority
st**ke,1919415902879023381,1919544567726006358,eh tp ko bisa rate keberhasilan berdasarkan brp yg ga keracunan..,2025-05-06T00:07:43+00:00,0,0,0,eh ko rate keberhasilan berdasarkan brp tidak keracunan,negatif,0.5109813570976257,positif,1.0,negatif,weighted_voting
ba**ad,1919415902879023381,1919544483714367628,Rasanya jd orang tolol tuh gimana sih mz,2025-05-06T00:07:22+00:00,14,0,0,rasanya jadi orang tolol tuh gimana mz,negatif,0.9995104074478149,netral,0.0,negatif,bert_priority
En**ri,1919415902879023381,1919544295910166885,Oalaa gw kira beneran mau nuntasin stunting. Taunya emang cuma ngasi makan doang.,2025-05-06T00:06:38+00:00,16,0,16,oalaa gw kira beneran mau nuntasin stunting taunya memang cuma ngasi makan doang,negatif,0.9984024167060852,netral,0.0,negatif,bert_priority
az**ov,1919415902879023381,1919544019929203061,ajarin noh. Informan lu kagak becus,2025-05-06T00:05:32+00:00,2,0,0,ajarin noh informan lu kagak becus,negatif,0.9993574023246765,netral,0.0,negatif,bert_priority
ke**25,1919415902879023381,1919543626981638438,"emg kita ga pernah dianggap ""manusia"" sm pemerintah sendiri 🥲",2025-05-06T00:03:58+00:00,0,0,0,memang tidak pernah dianggap manusia sama pemerintah sendiri,negatif,0.9232112765312195,netral,0.0,negatif,bert_priority
do**ak,1919415902879023381,1919543608614506669,Gak pinter banget sih otaknya,2025-05-06T00:03:54+00:00,0,0,0,tidak pinter banget otaknya,negatif,0.9994499087333679,netral,0.0,negatif,bert_priority
Ba**sm,1919415902879023381,1919543598313570434,Indikator berhasil yg katanya menurunkan angka stunting gimana pak? Kalau yg jenengan tsb bare minimum.😬,2025-05-06T00:03:51+00:00,0,0,0,indikator berhasil katanya menurunkan angka stunting gimana pak? kalau jenengan tsb bare minimum,negatif,0.46400670409202577,positif,0.45,negatif,weighted_voting
se**ou,1919415902879023381,1919543435054481625,"lucunya dia tanpa ragu ngomong persentase pencapaiannya segitu hahaha. minimal jgn cuma liat target sasarannya gmn, pegawai yg kerja buat nyiapin makannya sejahtera ga😄",2025-05-06T00:03:12+00:00,0,0,1,lucunya tanpa ragu ngomong persentase pencapaiannya segitu hahaha minimal jangan cuma liat target sasarannya gmn pegawai kerja buat nyiapin makannya sejahtera tidak,negatif,0.981562077999115,netral,0.0,negatif,bert_priority
Th**ri,1919415902879023381,1919543405618528452,"Dahlah, mbung 🙃🙂🙃🙂🙃 https://t.co/szTObjLias",2025-05-06T00:03:05+00:00,0,0,0,dahlah mbung,negatif,0.30354246497154236,netral,0.0,negatif,weighted_voting
be**a_,1919415902879023381,1919543391148507533,Bro pikir ini perang. Casualty gpp asalkan menang perang,2025-05-06T00:03:02+00:00,0,0,0,bro pikir perang casualty gpp asalkan menang perang,netral,0.3554667830467224,netral,0.0,netral,agreement
pa**yi,1919415902879023381,1919543386010468530,"stopppp anjingg goblok lu, may God cabut hak bicara lu karena udah nganggep enteng ratusan nyawa yang SEKARAT.",2025-05-06T00:03:01+00:00,0,0,0,stopp anjingg goblok lu may god cabut hak bicara lu nganggep enteng ratusan nyawa sekarat,negatif,0.9994077682495117,netral,0.0,negatif,bert_priority
ek**12,1919415902879023381,1919543279911096341,Parameter berhasil itu apa sih pak? Vendor kebayar termasuk ngga,2025-05-06T00:02:35+00:00,0,0,0,parameter berhasil apa pak? vendor kebayar termasuk tidak,negatif,0.48212040662765504,positif,0.45,negatif,weighted_voting
ik**ly,1919415902879023381,1919543197585559685,Bukannya minta maaf malah ngomong gitu😭😭,2025-05-06T00:02:16+00:00,0,0,1,bukannya minta maaf malah ngomong gitu,negatif,0.9991148114204407,netral,0.0,negatif,bert_priority
ly**ne,1919415902879023381,1919543129059033262,people’s lives are nothing but a number in his eyes,2025-05-06T00:02:00+00:00,0,0,0,people lives are nothing but number in his eyes,positif,0.25982198119163513,netral,0.0,positif,weighted_voting
pi**ow,1919415902879023381,1919543109668507996,beliau nih sebuta itu kah sama kondisi rakyatnya sendiri? dzalim beneran ni orang ya Allah,2025-05-06T00:01:55+00:00,0,0,0,beliau nih sebuta sama kondisi rakyatnya sendiri? dzalim beneran ni orang allah,negatif,0.9994034767150879,netral,0.0,negatif,bert_priority
si**ke,1919415902879023381,1919542976700662270,"TAPI KAN TETEP INDIKASINYA KERACUNAN DUTTTT, harusnya ga ada lah yang sampe keracunan gitu kocak",2025-05-06T00:01:23+00:00,0,0,0,kan tetep indikasinya keracunan dutt harusnya tidak lah sampe keracunan gitu kocak,negatif,0.9833974242210388,negatif,-1.0,negatif,bert_priority
uf**nd,1919415902879023381,1919542975585255813,Pantes di cap pembenong,2025-05-06T00:01:23+00:00,0,0,0,pantes cap pembenong,netral,0.32281577587127686,netral,0.0,netral,agreement
ri**ak,1919415902879023381,1919542931255656481,Sakit nih orang,2025-05-06T00:01:12+00:00,0,0,0,sakit nih orang,negatif,0.9989594221115112,netral,0.0,negatif,bert_priority
cu**si,1919415902879023381,1919542919608021101,"mind you these aint no just numbers, these are children… kacau, tapi apa yang diharapkan sama penculik dan pembunuh, yaAllah.",2025-05-06T00:01:10+00:00,0,0,0,mind you these aint no just numbers these are children kacau apa diharapkan sama penculik pembunuh yaallah,negatif,0.9995525479316711,negatif,-0.4,negatif,bert_priority
sh**97,1919415902879023381,1919542871939809282,Apasihhhhh 😭😭 sumpahh parah banget. Jd 200 orang itu lu pikir ga nyawa njir? Kesialan seumur hidup keknya bisa dapat presiden kayak gini,2025-05-06T00:00:58+00:00,0,0,0,apasihh sumpahh parah banget jadi orang lu pikir tidak nyawa njir? kesialan seumur hidup keknya presiden kayak gini,negatif,0.9995524287223816,negatif,-0.8,negatif,bert_priority
si**kk,1919415902879023381,1919542805384372449,"that ""hanya"" man 🥲",2025-05-06T00:00:42+00:00,0,0,0,that man,positif,0.9657421112060547,netral,0.0,positif,bert_priority
ca**an,1919415902879023381,1919542669434618028,mbg aja kaga rata pembagiannya apanya yg sukses?,2025-05-06T00:00:10+00:00,0,0,0,mbg kaga rata pembagiannya apanya sukses?,negatif,0.36658453941345215,netral,0.0,negatif,weighted_voting
Ke**in,1919415902879023381,1919542574962114643,Kayaknya MBG bakal berhenti kalau yang rawat inap 25%. Hitung dah tuh berapa juta korban.,2025-05-05T23:59:47+00:00,0,0,0,kayaknya mbg bakal berhenti kalau rawat inap hitung dah tuh berapa juta korban,negatif,0.9987691044807434,netral,0.0,negatif,bert_priority
ik**ly,1919415902879023381,1919542493936550098,"Ya Allah, presidenmu reeek😭",2025-05-05T23:59:28+00:00,0,0,1,allah presidenmu reek,negatif,0.29991504549980164,netral,0.0,negatif,weighted_voting
grok,1919415902879023381,1919542472600125539,"I couldn’t access the specific post you referenced, so I can’t address its content directly. However, to evaluate claims on X, verify the source’s credibility, seek primary evidence like official reports, and check context to avoid misinterpretation. Assess supporting data, explore counterarguments, and be aware of biases or outdated information. Use fact-checking sites like Snopes or PolitiFact for additional verification. This approach ensures a balanced, informed perspective on controversial topics. If you share the post’s details, I can provide a more targeted response.",2025-05-05T23:59:23+00:00,0,0,0,couldn access the specific post you referenced so can address its content directly however to evaluate claims on verify the source credibility seek primary evidence like official reports and check context to avoid misinterpretation assess supporting data explore counterarguments and be aware of biases or outdated information use fact checking sites like snopes or politifact for additional verification this approach ensures balanced informed perspective on controversial topics if you share the post details can provide more targeted response,negatif,0.9411225914955139,netral,0.0,negatif,bert_priority
Ma**ah,1919415902879023381,1919541992222040322,Tolak ukurnya tingkat keracunan nih? 🤔,2025-05-05T23:57:28+00:00,0,0,0,tolak ukurnya tingkat keracunan nih?,negatif,0.9983797073364258,negatif,-0.9,negatif,bert_priority
pr**en,1919415902879023381,1919541979425157331,"5 orang dari sejumlah 5 orang itu persentasenya 100%, Pak.. ihh bego",2025-05-05T23:57:25+00:00,0,0,0,orang sejumlah orang persentasenya pak ihh bego,negatif,0.9947015643119812,netral,0.0,negatif,bert_priority
Tw**e_,1919415902879023381,1919541834612932879,"Apalah daya, rakyat hanyalah angka🙄",2025-05-05T23:56:51+00:00,1,0,0,apalah daya rakyat hanyalah angka,negatif,0.9607235789299011,netral,0.0,negatif,bert_priority
ha**me,1919415902879023381,1919541790581129719,nir empati https://t.co/bId2F5s9CM,2025-05-05T23:56:40+00:00,3,0,0,nir empati,positif,0.4149138927459717,netral,0.0,positif,weighted_voting
grok,1919415902879023381,1919541601715810616,"The claim of a 99.99% success rate for the MBG program comes from President Prabowo, citing 200 poisoning cases out of 3 million participants. However, reports show higher numbers, like 342 students affected in Bandung alone. The program aims to improve nutrition for millions but faces serious food safety issues, with multiple incidents reported. The government is tightening protocols, yet public trust is shaken. Your shock reflects widespread concern about the gap between the claim and reality.",2025-05-05T23:55:55+00:00,0,0,0,the claim of success rate for the mbg program comes from president prabowo citing poisoning cases out of million participants however reports show higher numbers like students affected in bandung alone the program aims to improve nutrition for millions but faces serious food safety issues with multiple incidents reported the government is tightening protocols yet public trust is shaken your shock reflects widespread concern about the gap between the claim and reality,negatif,0.4503059506416321,netral,0.0,negatif,weighted_voting
ya**gi,1919415902879023381,1919541593725440401,ADUH GOBLOK KALI MANUSIA SATU INI COK.,2025-05-05T23:55:53+00:00,0,0,0,aduh goblok kali manusia satu cok,negatif,0.9985775947570801,netral,0.0,negatif,bert_priority
ng**us,1919415902879023381,1919541583659028920,Tolol. Kasus kecelakaa kerja di perusahaa aja ga bisa pake persen begitu. Ini keracunan “anak” loh.,2025-05-05T23:55:51+00:00,3,0,1,tolol kasus kecelakaa kerja perusahaa tidak pake persen keracunan anak loh,negatif,0.9916382431983948,negatif,-1.0,negatif,bert_priority
ge**on,1919415902879023381,1919541501295460817,"gak sampe 2.9 juta mah, 29 ribu kali maksudnya",2025-05-05T23:55:31+00:00,1,0,0,tidak sampe juta mah ribu kali maksudnya,negatif,0.9980127811431885,netral,0.0,negatif,bert_priority
it**ai,1919415902879023381,1919541470576705936,Kegilaan yg haqiqi astagfirullah itu anak orang manusia juga sama seperti kamu. Kalo kekuasaan membuatmu buta dgn kesedihan orang lain mending ga usah berkuasa 🙏🏻,2025-05-05T23:55:24+00:00,0,0,0,kegilaan haqiqi astagfirullah anak orang manusia sama kamu kalau kekuasaan membuatmu buta kesedihan orang mending tidak usah berkuasa,negatif,0.9994049072265625,netral,0.0,negatif,bert_priority
Bl**ho,1919415902879023381,1919541435357135059,brrti nyawa manusia tidak ada harganya di mata ini org.,2025-05-05T23:55:16+00:00,0,0,0,brrti nyawa manusia tidak harganya mata org,negatif,0.9965718984603882,netral,0.0,negatif,bert_priority
co**it,1919415902879023381,1919541253718560827,Mbuhhhh kulo nyimak mawon,2025-05-05T23:54:32+00:00,118,6,2,mbuhh kulo nyimak mawon,netral,0.29669299721717834,netral,0.0,netral,agreement
th**rn,1919415902879023381,1919541215630131532,"Sebegitu pentingnya angka dibanding nyawa ya pak, iya keren pak",2025-05-05T23:54:23+00:00,0,0,0,sebegitu pentingnya angka dibanding nyawa pak iya keren pak,positif,0.9977003931999207,positif,0.8,positif,bert_priority
Pr**nf,1919415902879023381,1919541213411123324,Dosa apa gue punya presiden sinting kaya ginj,2025-05-05T23:54:23+00:00,0,0,0,dosa apa gue punya presiden sinting kaya ginj,negatif,0.999415397644043,netral,0.0,negatif,bert_priority
As**en,1919415902879023381,1919541095433687329,"Keracunan udah di 3 kota, dia masih bilang 99.99%",2025-05-05T23:53:55+00:00,0,0,0,keracunan kota bilang,negatif,0.547268396615982,negatif,-1.0,negatif,agreement
Li**ra,1919415902879023381,1919541081374425416,hanya 5 orng ceunah. brti kita rakyat biasa gaada artinya buat dia 😁,2025-05-05T23:53:51+00:00,0,0,0,orng ceunah brti rakyat biasa gaada artinya buat,negatif,0.41753271222114563,netral,0.0,negatif,weighted_voting
vi**ty,1919415902879023381,1919541081126866976,is this real…. I am so speechless,2025-05-05T23:53:51+00:00,2,1,1,is this real am so speechless,negatif,0.9988099336624146,netral,0.0,negatif,bert_priority
fe**nx,1919415902879023381,1919541064026693739,"Statementnya persis opini tolol si YUKI kemarin, jangan2 si YUKI?? Hmm..",2025-05-05T23:53:47+00:00,0,0,0,statementnya persis opini tolol si yuki kemarin jangan si yuki?? hmm,negatif,0.9993958473205566,netral,0.0,negatif,bert_priority
ii**aa,1919415902879023381,1919541059006431363,Astagfirullah nyawa org itu:(,2025-05-05T23:53:46+00:00,0,0,0,astagfirullah nyawa orang,negatif,0.9985730648040771,netral,0.0,negatif,bert_priority
ku**hi,1919415902879023381,1919541058309853255,Aneh bgt pake indikator berhasil diliat dari yg keracunan.,2025-05-05T23:53:46+00:00,0,0,0,aneh banget pake indikator berhasil diliat keracunan,negatif,0.9937944412231445,netral,-0.04999999999999999,negatif,bert_priority
ka**at,1919415902879023381,1919540977162658073,astagfirullah ya Allah knp aku hidup di era orang goblok gini memerintah 😭😭😭😭😭,2025-05-05T23:53:26+00:00,3,1,0,astagfirullah allah aku hidup era orang goblok gini memerintah,negatif,0.9991857409477234,netral,0.0,negatif,bert_priority
Tu**on,1919415902879023381,1919540908246143323,"Orang gila! Cuma, loh, cuma. Sedzolim inikah pemerintahan kita?",2025-05-05T23:53:10+00:00,0,0,0,orang gila! cuma loh cuma sedzolim inikah pemerintahan kita?,negatif,0.9994856119155884,netral,0.0,negatif,bert_priority
yo**im,1919415902879023381,1919540903120609776,WAH GOBLOKNYA....,2025-05-05T23:53:09+00:00,0,0,0,wah gobloknya,negatif,0.9992432594299316,netral,0.0,negatif,bert_priority
Ni**ac,1919415902879023381,1919540669208789241,Make nih org,2025-05-05T23:52:13+00:00,0,0,0,make nih orang,negatif,0.9937610030174255,netral,0.0,negatif,bert_priority
ha**di,1919415902879023381,1919540652418773249,"Kalo cuma acuannya itu ya gobl*k sih, tujuannya kan bukan cuma ngasih makan, ahli gizi harusnya yg kasih success rate, bukan cuma sukses distribusi dan tingkat keracunan😅",2025-05-05T23:52:09+00:00,0,0,0,kalau cuma acuannya gobl tujuannya kan bukan cuma ngasih makan ahli gizi harusnya kasih success rate bukan cuma sukses distribusi tingkat keracunan,negatif,0.9960696697235107,positif,0.15000000000000002,negatif,bert_priority
fl**ff,1919415902879023381,1919540633003344046,sukses 99% tu gk cuma nyampe ke anaknya tanpa keracunan yh! dari internal atau tata kelola jg dipikirin!,2025-05-05T23:52:04+00:00,0,0,0,sukses tu gk cuma nyampe anaknya tanpa keracunan yh! internal tata kelola jg dipikirin!,positif,0.9437934756278992,positif,0.95,positif,bert_priority
sp**hh,1919415902879023381,1919540629970846196,cocot nya berhasil,2025-05-05T23:52:04+00:00,0,0,0,cocot berhasil,negatif,0.9963364601135254,positif,0.9,negatif,bert_priority
pa**m_,1919415902879023381,1919540538665271620,guoblokk rak due ati,2025-05-05T23:51:42+00:00,0,0,0,guoblokk rak due ati,negatif,0.9863511919975281,netral,0.0,negatif,bert_priority
ju**ru,1919415902879023381,1919540429839560884,are you sure about that?,2025-05-05T23:51:16+00:00,0,0,0,are you sure about that?,negatif,0.997001588344574,netral,0.0,negatif,bert_priority
i_**ry,1919415902879023381,1919540313728942292,"asui ""hanya"" cangkemu, nyawa loh ini bjirrrr",2025-05-05T23:50:48+00:00,0,0,0,asui cangkemu nyawa loh bjirr,negatif,0.9981076717376709,netral,0.0,negatif,bert_priority
Ak**yi,1919415902879023381,1919540265452294162,29622 kak. Perkaliannya harusnya 0.00004,2025-05-05T23:50:37+00:00,1,0,0,kak perkaliannya harusnya,negatif,0.35467103123664856,netral,0.0,negatif,weighted_voting
ta**rn,1919415902879023381,1919540186565804168,apa sihhh data dari mana https://t.co/fn75DDbkDE,2025-05-05T23:50:18+00:00,0,0,0,apa sihh data mana,negatif,0.9974306225776672,netral,0.0,negatif,bert_priority
un**lj,1919415902879023381,1919540070283149358,healahhh iki nek rakyat e modar yo ra nggagas,2025-05-05T23:49:50+00:00,0,0,0,healahh iki nek rakyat modar yo ra nggagas,positif,0.23405370116233826,netral,0.0,positif,weighted_voting
0x**in,1919415902879023381,1919540054848111057,Pantes pemimpin nya juga pada TOLOL,2025-05-05T23:49:47+00:00,0,0,0,pantes pemimpin tolol,negatif,0.9995437264442444,netral,0.0,negatif,bert_priority
ma**le,1919415902879023381,1919540019624137031,nalarmui lo pekok,2025-05-05T23:49:38+00:00,0,0,0,nalarmui lo pekok,negatif,0.998685896396637,netral,0.0,negatif,bert_priority
Se**na,1919415902879023381,1919539742959341951,"Halu, pikun, kumaha aing, dsb… ya Allah punya Presiden gini amat",2025-05-05T23:48:32+00:00,0,0,0,halu pikun kumaha aing allah punya presiden gini amat,negatif,0.9929088354110718,netral,0.0,negatif,bert_priority
ud**ng,1919415902879023381,1919539632217166150,ngomong naon sih,2025-05-05T23:48:06+00:00,0,0,0,ngomong naon,negatif,0.28588443994522095,netral,0.0,negatif,weighted_voting
pe**aa,1919415902879023381,1919539319624368438,nyawa orang kek mainan anjj astaga tobat deh lu padaa astagaa MAKEEE NIHH ORANGGGGG🫵🫵,2025-05-05T23:46:51+00:00,0,0,0,nyawa orang kek mainan anjj astaga tobat lu padaa astagaa makee nihh orangg,negatif,0.9994673132896423,netral,0.0,negatif,bert_priority
st**ly,1919415902879023381,1919539239446053326,Ya Allah ngga ngerti lagi deh :),2025-05-05T23:46:32+00:00,0,0,0,allah tidak ngerti,negatif,0.9991627931594849,netral,0.0,negatif,bert_priority
su**ku,1919415902879023381,1919539216372859036,"sir, are you serious in your statment?",2025-05-05T23:46:27+00:00,0,0,0,sir are you serious in your statment?,negatif,0.9625123739242554,netral,0.0,negatif,bert_priority
Ak**yi,1919415902879023381,1919539196471214134,cerdas banget lu mau dongkrak keywordnya ya?,2025-05-05T23:46:22+00:00,2,0,0,cerdas banget lu mau dongkrak keywordnya ya?,negatif,0.9466941952705383,netral,0.0,negatif,bert_priority
42**u2,1919415902879023381,1919539167920587157,Siapa kira2 orang tua yang berpikir “Semoga anak saya bukan merupakan kemungkinan 0.005% tersebut”,2025-05-05T23:46:15+00:00,0,0,0,siapa kira orang tua berpikir semoga anak bukan merupakan kemungkinan tersebut,netral,0.508865362405777,netral,0.0,netral,agreement
su**ga,1919415902879023381,1919539125046137266,Delulu. Astagfirullah,2025-05-05T23:46:05+00:00,0,0,0,delulu astagfirullah,negatif,0.9959911704063416,netral,0.0,negatif,bert_priority
pu**ie,1919415902879023381,1919539106612445666,bebal bgt dah,2025-05-05T23:46:00+00:00,0,0,0,bebal banget dah,negatif,0.9989674091339111,netral,0.0,negatif,bert_priority
tw**f3,1919415902879023381,1919539018901160044,Halu mulu...,2025-05-05T23:45:40+00:00,0,0,0,halu mulu,negatif,0.9992865920066833,netral,0.0,negatif,bert_priority
ba**lu,1919415902879023381,1919538937145536989,statement terkocak,2025-05-05T23:45:20+00:00,0,0,0,statement terkocak,negatif,0.9952524900436401,netral,0.0,negatif,bert_priority
G4**e0,1919415902879023381,1919538933291221200,Nyawa manusia sekedar angka statistik...parah,2025-05-05T23:45:19+00:00,0,0,0,nyawa manusia sekedar angka statistik parah,negatif,0.9991626739501953,negatif,-0.8,negatif,bert_priority
ng**ue,1919415902879023381,1919538699022561684,idgaf with this program. better you focusing with open more job opportunities since the number of unemployment rate is concerning,2025-05-05T23:44:23+00:00,0,0,0,idgaf with this program better you focusing with open more job opportunities since the number of unemployment rate is concerning,positif,0.4192966282367706,netral,0.0,positif,weighted_voting
gn**jm,1919415902879023381,1919538686967816563,Indikatornya KERACUNAN guys,2025-05-05T23:44:20+00:00,0,0,0,indikatornya keracunan guys,negatif,0.983498752117157,negatif,-1.0,negatif,bert_priority
ch**vs,1919415902879023381,1919538683822408045,"Orang keracunan cuma dilihat sebagai angka, miris.",2025-05-05T23:44:20+00:00,1,0,0,orang keracunan cuma dilihat angka miris,negatif,0.9994723200798035,negatif,-1.0,negatif,bert_priority
ma**dz,1919415902879023381,1919538683314844039,"Semoga gw bisa liat ni orang matinya kayak apa, gak bakalan sedih sama sekali.",2025-05-05T23:44:20+00:00,0,0,0,semoga gw liat ni orang matinya kayak apa tidak bakalan sedih sama sekali,negatif,0.960489809513092,netral,0.0,negatif,bert_priority
di**uk,1919415902879023381,1919538557674234063,"Goblok, nyawa orang kok buat mainan.",2025-05-05T23:43:50+00:00,0,0,0,goblok nyawa orang buat mainan,negatif,0.9993366599082947,netral,0.0,negatif,bert_priority
se**le,1919415902879023381,1919538458739011919,wah makek ni org,2025-05-05T23:43:26+00:00,0,0,0,wah makek ni orang,negatif,0.9970239996910095,netral,0.0,negatif,bert_priority
El**xx,1919415902879023381,1919538410823602294,Bangkeeee🤣🤣🤣🤣🤣🤣,2025-05-05T23:43:15+00:00,0,0,0,bangkee,negatif,0.3886682391166687,netral,0.0,negatif,weighted_voting
Al**as,1919415902879023381,1919538176768802905,Logika kalo umur sudah uzur,2025-05-05T23:42:19+00:00,0,0,0,logika kalau umur uzur,negatif,0.9975983500480652,netral,0.0,negatif,bert_priority
am**ni,1919415902879023381,1919538156237389971,This! Logika simpel gini aja kok susah banget mikirnya ya dia 😭,2025-05-05T23:42:14+00:00,74,5,4,this! logika simpel gini susah banget mikirnya,negatif,0.999183714389801,netral,0.0,negatif,bert_priority
Vo**e_,1919415902879023381,1919538115485507774,Wes angel cah,2025-05-05T23:42:04+00:00,0,0,1,wes angel cah,positif,0.9887667298316956,netral,0.0,positif,bert_priority
aa**an,1919415902879023381,1919538058686329058,Wah kalau pemikiran pemimpinnya begini sih bisa gawat,2025-05-05T23:41:51+00:00,0,0,0,wah kalau pemikiran pemimpinnya begini gawat,negatif,0.9994040727615356,netral,0.0,negatif,bert_priority
pa**os,1919415902879023381,1919537949424943389,naha sih 😒😒😒,2025-05-05T23:41:25+00:00,0,0,0,naha,positif,0.9386575818061829,netral,0.0,positif,bert_priority
di**kp,1919415902879023381,1919537880789352702,Dia ga baca berita apa ya?,2025-05-05T23:41:08+00:00,0,0,0,tidak baca berita apa ya?,negatif,0.9988746047019958,netral,0.0,negatif,bert_priority
Ri**eu,1919415902879023381,1919537871381529040,Najis Ya Allah...,2025-05-05T23:41:06+00:00,0,0,0,najis allah,positif,0.9644408226013184,netral,0.0,positif,bert_priority
